CustomerID,Gender,Age,Tenure,ContractType,InternetService,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,StreamingTV,OnlineSecurity,PaperlessBilling,Churn
CUST06022,Female,25,15,One year,Fiber optic,73.55,1104.56,Bank transfer,No,No,No,Yes,0
CUST06023,Female,60,36,Month-to-month,DSL,62.15,2300.43,Electronic check,No,No,Yes,Yes,1
CUST06024,Male,21,51,Month-to-month,DSL,51.23,2571.85,Bank transfer,Yes,No,No,Yes,0
CUST06025,Male,45,9,Month-to-month,Fiber optic,61.9,524.44,Bank transfer,No,Yes,Yes,No,1
CUST06026,Male,24,37,One year,DSL,53.15,1951.25,Bank transfer,No,No,No,Yes,0
CUST06027,Male,27,43,One year,Fiber optic,75.07,3301.38,Credit card,No,No,No,Yes,0
CUST06028,Female,68,53,Two year,Fiber optic,77.98,4093.7,Bank transfer,No,Yes,No,Yes,0
CUST06029,Male,74,50,One year,Fiber optic,96.37,4746.55,Electronic check,No,No,No,Yes,0
CUST06030,Female,75,51,Month-to-month,Fiber optic,81.04,4153.52,Electronic check,Yes,No,Yes,Yes,1
CUST06031,Male,53,69,Month-to-month,Fiber optic,76.42,5280.34,Credit card,No,Yes,Yes,Yes,1
CUST06032,Male,19,58,Month-to-month,DSL,45.13,2616.57,Bank transfer,No,Yes,Yes,Yes,0
CUST06033,Male,43,12,Month-to-month,DSL,33.74,404.95,Credit card,No,Yes,No,No,0
CUST06034,Female,70,40,Month-to-month,Fiber optic,86.84,3410.09,Credit card,Yes,No,Yes,No,1
CUST06035,Female,67,11,Month-to-month,DSL,61.09,685.01,Bank transfer,No,Yes,No,No,1
CUST06036,Male,31,49,Month-to-month,DSL,59.53,2976.92,Electronic check,No,No,No,No,0
CUST06037,Female,75,56,One year,DSL,45.86,2615.3,Bank transfer,No,Yes,No,No,0
CUST06038,Female,33,49,Month-to-month,No,35.96,1799.85,Credit card,No,Yes,Yes,No,1
CUST06039,Male,71,56,Month-to-month,No,25.53,1528.57,Mailed check,No,Yes,No,Yes,0
CUST06040,Male,60,53,Month-to-month,Fiber optic,75.39,3969.94,Credit card,Yes,No,Yes,Yes,0
CUST06041,Female,59,65,Month-to-month,DSL,45.8,2962.09,Electronic check,No,Yes,Yes,Yes,0
CUST06042,Female,34,7,Two year,DSL,64.71,406.22,Bank transfer,No,No,No,No,1
CUST06043,Female,63,62,Month-to-month,DSL,40.6,2605.87,Mailed check,No,Yes,Yes,Yes,0
CUST06044,Male,39,8,Two year,DSL,67.58,544.46,Credit card,No,No,Yes,Yes,0
CUST06045,Male,21,59,Month-to-month,DSL,44.79,2671.53,Credit card,Yes,No,No,Yes,0
CUST06046,Female,36,62,Month-to-month,Fiber optic,74.46,4614.51,Credit card,No,Yes,No,No,1
CUST06047,Male,19,71,Month-to-month,Fiber optic,85.16,6004.64,Bank transfer,No,No,No,No,0
CUST06048,Male,56,2,Month-to-month,DSL,49.94,71.75,Bank transfer,No,No,Yes,Yes,1
CUST06049,Female,26,12,Month-to-month,Fiber optic,78.6,917.69,Credit card,Yes,No,Yes,Yes,1
CUST06050,Female,77,8,One year,Fiber optic,83.34,607.1,Bank transfer,No,Yes,No,No,1
CUST06051,Male,36,51,Month-to-month,Fiber optic,52.57,2584.04,Mailed check,Yes,No,No,Yes,1
CUST06052,Male,33,61,Month-to-month,DSL,38.98,2393.64,Mailed check,No,No,Yes,Yes,1
CUST06053,Female,71,7,Month-to-month,No,42.36,316.74,Electronic check,Yes,Yes,No,No,1
CUST06054,Male,42,44,Month-to-month,Fiber optic,74.88,3331.5,Bank transfer,No,Yes,No,Yes,1
CUST06055,Male,65,52,Two year,DSL,54.12,2858.47,Bank transfer,No,Yes,No,Yes,0
CUST06056,Female,35,62,Two year,Fiber optic,87.75,5401.42,Credit card,No,Yes,Yes,Yes,1
CUST06057,Female,40,56,Month-to-month,Fiber optic,74.58,4264.7,Mailed check,No,Yes,No,Yes,0
CUST06058,Male,70,53,Month-to-month,Fiber optic,79.52,4250.68,Bank transfer,No,Yes,No,No,1
CUST06059,Male,38,18,Month-to-month,Fiber optic,71.02,1289.93,Bank transfer,Yes,Yes,No,Yes,1
CUST06060,Male,28,66,Two year,Fiber optic,61.24,4065.66,Bank transfer,No,Yes,No,Yes,0
CUST06061,Female,56,45,Month-to-month,Fiber optic,63.11,2769.48,Credit card,Yes,Yes,No,Yes,1
CUST06062,Male,58,9,One year,Fiber optic,79.8,703.84,Mailed check,Yes,No,No,Yes,1
CUST06063,Male,21,17,Month-to-month,DSL,50.11,897.59,Bank transfer,No,No,Yes,Yes,0
CUST06064,Female,42,11,Two year,DSL,43.9,436.19,Bank transfer,Yes,Yes,No,Yes,0
CUST06065,Female,49,48,Month-to-month,DSL,72.6,3468.36,Credit card,Yes,Yes,No,Yes,0
CUST06066,Male,47,22,Month-to-month,Fiber optic,64.13,1366.41,Electronic check,No,Yes,No,No,1
CUST06067,Female,62,61,One year,DSL,37.16,2345.08,Credit card,No,No,No,No,0
CUST06068,Female,76,10,Two year,Fiber optic,81.65,909.48,Bank transfer,No,No,No,Yes,1
CUST06069,Male,43,55,Two year,DSL,24.69,1324.57,Mailed check,No,Yes,Yes,Yes,0
CUST06070,Female,74,54,One year,Fiber optic,48.82,2735.26,Mailed check,No,No,No,Yes,0
CUST06071,Female,78,24,One year,Fiber optic,76.75,1817.34,Bank transfer,Yes,Yes,Yes,Yes,0
CUST06072,Male,53,8,Month-to-month,DSL,54.34,433.76,Electronic check,No,Yes,No,No,1
CUST06073,Female,68,11,One year,Fiber optic,72.72,788.46,Credit card,No,Yes,No,No,0
CUST06074,Male,51,10,Two year,No,41.3,448.36,Bank transfer,No,Yes,Yes,Yes,0
CUST06075,Male,26,37,Month-to-month,DSL,51.06,1789.66,Bank transfer,No,No,No,Yes,0
CUST06076,Female,29,27,One year,No,37.89,1104.04,Bank transfer,No,No,No,Yes,0
CUST06077,Female,19,7,Month-to-month,Fiber optic,58.39,400.16,Credit card,No,No,Yes,No,1
CUST06078,Female,55,46,Month-to-month,Fiber optic,65.63,2968.94,Mailed check,No,No,Yes,No,1
CUST06079,Male,22,35,Two year,DSL,39.97,1359.81,Credit card,No,No,No,Yes,0
CUST06080,Female,79,49,Month-to-month,Fiber optic,80.48,3900.1,Bank transfer,No,No,No,No,1
CUST06081,Male,22,8,Month-to-month,Fiber optic,61.29,452.23,Mailed check,No,No,No,Yes,1
CUST06082,Female,69,59,Month-to-month,Fiber optic,66.38,3977.51,Electronic check,Yes,Yes,No,Yes,1
CUST06083,Female,39,71,Month-to-month,Fiber optic,73.33,5150.23,Bank transfer,No,No,Yes,Yes,0
CUST06084,Female,22,66,Month-to-month,Fiber optic,64.6,4226.59,Mailed check,Yes,No,No,Yes,0
CUST06085,Male,76,52,Two year,DSL,54.87,2876.15,Mailed check,No,No,Yes,No,0
CUST06086,Female,21,16,One year,DSL,46.77,825.04,Mailed check,Yes,No,Yes,Yes,0
CUST06087,Female,78,52,Two year,DSL,39.24,2016.48,Bank transfer,No,Yes,No,Yes,0
CUST06088,Male,26,27,Month-to-month,Fiber optic,83.62,2278.38,Electronic check,No,No,No,Yes,1
CUST06089,Male,46,62,Two year,DSL,48.48,3069.78,Mailed check,Yes,No,No,Yes,0
CUST06090,Female,39,14,One year,DSL,43.1,648.56,Bank transfer,No,No,No,No,0
CUST06091,Female,44,18,Month-to-month,DSL,60.18,1105.41,Mailed check,Yes,Yes,No,No,0
CUST06092,Female,27,69,One year,Fiber optic,103.72,7252.25,Credit card,No,No,Yes,Yes,0
CUST06093,Male,33,46,Two year,Fiber optic,70.03,3237.04,Mailed check,No,Yes,No,Yes,0
CUST06094,Male,59,70,Month-to-month,No,40.7,2893.25,Bank transfer,No,No,No,No,0
CUST06095,Male,78,47,Month-to-month,Fiber optic,62.36,2879.07,Mailed check,No,No,Yes,No,1
CUST06096,Male,59,19,Two year,Fiber optic,73.33,1289.48,Mailed check,No,No,No,Yes,0
CUST06097,Female,78,36,Month-to-month,DSL,53.83,1942,Credit card,No,No,Yes,Yes,1
CUST06098,Male,68,1,One year,DSL,61.68,138.28,Credit card,Yes,No,Yes,Yes,0
CUST06099,Male,27,63,Month-to-month,DSL,45.53,2884.01,Bank transfer,Yes,No,Yes,Yes,0
CUST06100,Male,23,35,Month-to-month,Fiber optic,50.02,1757.28,Electronic check,No,No,Yes,Yes,0
CUST06101,Female,79,4,One year,Fiber optic,60.76,206.04,Electronic check,No,No,Yes,Yes,1
CUST06102,Female,66,63,Month-to-month,DSL,39.96,2492.97,Electronic check,No,Yes,Yes,No,1
CUST06103,Male,22,6,One year,DSL,49.98,322.87,Electronic check,Yes,No,No,Yes,0
CUST06104,Male,75,69,Month-to-month,Fiber optic,65.5,4560.39,Bank transfer,No,Yes,Yes,Yes,1
CUST06105,Female,23,21,Month-to-month,DSL,47.41,1131.43,Bank transfer,No,No,No,Yes,1
CUST06106,Female,76,45,Month-to-month,Fiber optic,76.02,3387.85,Credit card,Yes,No,Yes,Yes,1
CUST06107,Female,73,39,Month-to-month,DSL,68.11,2647.15,Credit card,Yes,Yes,No,Yes,0
CUST06108,Female,76,60,Month-to-month,Fiber optic,90.38,5415.37,Electronic check,No,No,Yes,Yes,1
CUST06109,Female,64,45,One year,Fiber optic,52.75,2444.98,Credit card,Yes,Yes,No,Yes,0
CUST06110,Female,42,27,Two year,Fiber optic,89.63,2400.89,Bank transfer,No,Yes,Yes,Yes,0
CUST06111,Female,76,34,Two year,DSL,56.82,1819.58,Electronic check,No,No,Yes,Yes,0
CUST06112,Female,68,0,Month-to-month,DSL,30.16,40.78,Mailed check,No,Yes,No,Yes,1
CUST06113,Male,67,28,Two year,Fiber optic,69.07,1839.81,Mailed check,No,Yes,No,No,0
CUST06114,Male,78,8,Two year,Fiber optic,66.65,579.53,Mailed check,No,No,Yes,Yes,0
CUST06115,Male,21,8,Month-to-month,Fiber optic,61.99,333.5,Credit card,No,Yes,No,No,1
CUST06116,Male,57,21,Month-to-month,Fiber optic,60.54,1314.03,Electronic check,No,No,Yes,No,1
CUST06117,Male,76,62,Month-to-month,DSL,46.03,2857.56,Mailed check,No,Yes,Yes,Yes,0
CUST06118,Male,65,65,Month-to-month,Fiber optic,66.99,4396.48,Electronic check,No,No,Yes,Yes,1
CUST06119,Female,49,57,Two year,Fiber optic,65.72,3681.79,Bank transfer,Yes,No,No,Yes,1
CUST06120,Female,73,69,Month-to-month,Fiber optic,72.45,5049.27,Mailed check,No,No,No,Yes,1
CUST06121,Male,68,54,One year,No,37.91,2055.25,Mailed check,No,Yes,No,No,0
CUST06122,Male,69,12,Month-to-month,DSL,46.42,554.68,Mailed check,Yes,Yes,No,Yes,1
CUST06123,Female,52,18,Month-to-month,Fiber optic,75.42,1279.69,Bank transfer,Yes,No,Yes,Yes,0
CUST06124,Female,27,32,Month-to-month,No,51.22,1681.37,Electronic check,Yes,No,No,Yes,1
CUST06125,Female,51,64,Two year,DSL,63.19,4052.75,Mailed check,Yes,Yes,Yes,No,0
CUST06126,Male,53,59,Month-to-month,DSL,65.41,3825.49,Mailed check,No,No,No,Yes,1
CUST06127,Female,23,11,Two year,Fiber optic,80.5,915.54,Electronic check,No,Yes,No,No,1
CUST06128,Male,60,42,Month-to-month,DSL,56.13,2297.17,Credit card,No,No,No,Yes,1
CUST06129,Male,63,16,One year,Fiber optic,84,1420.63,Credit card,No,Yes,No,Yes,1
CUST06130,Female,33,67,One year,DSL,52.03,3454.04,Mailed check,No,Yes,No,No,0
CUST06131,Female,76,28,Two year,Fiber optic,88.76,2503.62,Mailed check,No,Yes,No,Yes,0
CUST06132,Male,70,54,Month-to-month,DSL,30.29,1622.09,Credit card,No,Yes,Yes,Yes,1
CUST06133,Female,36,6,Month-to-month,DSL,55.92,283.37,Credit card,No,No,No,Yes,1
CUST06134,Female,51,43,Month-to-month,Fiber optic,72.61,3115.48,Mailed check,Yes,No,No,Yes,1
CUST06135,Male,42,4,Two year,Fiber optic,59.94,261.75,Electronic check,No,No,No,Yes,0
CUST06136,Female,48,59,Month-to-month,DSL,50.7,2987.73,Credit card,No,No,No,Yes,0
CUST06137,Male,66,5,Month-to-month,DSL,37.55,178.68,Mailed check,Yes,Yes,Yes,Yes,0
CUST06138,Male,58,6,Month-to-month,Fiber optic,89.09,604.62,Bank transfer,Yes,No,No,No,1
CUST06139,Female,34,45,Month-to-month,Fiber optic,68.99,3077.86,Electronic check,Yes,No,Yes,Yes,1
CUST06140,Male,64,56,One year,Fiber optic,68.05,3891.89,Mailed check,No,Yes,No,No,0
CUST06141,Male,47,53,Two year,Fiber optic,55.97,2976.2,Bank transfer,No,Yes,No,Yes,0
CUST06142,Female,56,45,Month-to-month,DSL,48.46,2186.88,Credit card,Yes,No,No,Yes,1
CUST06143,Female,71,9,Two year,Fiber optic,50.05,456.14,Bank transfer,Yes,No,Yes,No,1
CUST06144,Female,72,3,One year,Fiber optic,68.59,198.79,Bank transfer,Yes,No,No,Yes,1
CUST06145,Male,48,66,Month-to-month,Fiber optic,93.56,6149.76,Bank transfer,No,No,No,Yes,1
CUST06146,Male,36,24,Two year,Fiber optic,73.5,1821.17,Credit card,No,No,Yes,Yes,0
CUST06147,Female,79,60,One year,Fiber optic,80.04,4727.98,Bank transfer,Yes,No,Yes,Yes,1
CUST06148,Male,52,37,Month-to-month,Fiber optic,61.09,2169.44,Credit card,No,No,Yes,No,1
CUST06149,Female,46,31,One year,Fiber optic,67.14,2132.69,Mailed check,Yes,Yes,Yes,Yes,0
CUST06150,Female,76,22,Month-to-month,Fiber optic,59.53,1218.29,Bank transfer,No,No,Yes,No,0
CUST06151,Male,18,36,Month-to-month,Fiber optic,56.06,2152.19,Electronic check,Yes,No,No,No,1
CUST06152,Female,21,2,One year,Fiber optic,62.46,150.6,Mailed check,No,No,No,Yes,1
CUST06153,Male,45,12,One year,Fiber optic,78.74,1025.74,Credit card,No,No,No,No,1
CUST06154,Male,35,33,One year,DSL,66.89,2249.39,Mailed check,No,Yes,Yes,Yes,0
CUST06155,Female,43,64,Month-to-month,Fiber optic,83.2,5279.56,Bank transfer,No,Yes,Yes,No,1
CUST06156,Male,57,7,Two year,Fiber optic,72.32,476.2,Credit card,No,Yes,No,Yes,0
CUST06157,Female,36,8,Month-to-month,No,35.58,157.78,Bank transfer,No,No,No,Yes,0
CUST06158,Male,72,27,Month-to-month,DSL,38.1,1083.04,Mailed check,No,No,No,Yes,1
CUST06159,Male,72,17,Month-to-month,DSL,31.4,561.56,Electronic check,Yes,No,No,Yes,1
CUST06160,Male,77,41,Month-to-month,DSL,62.88,2663.32,Mailed check,Yes,No,No,Yes,1
CUST06161,Female,74,40,Month-to-month,DSL,49.8,1943.99,Mailed check,Yes,No,Yes,Yes,0
CUST06162,Male,23,69,One year,DSL,45.28,3154.89,Bank transfer,No,No,Yes,No,0
CUST06163,Female,18,32,Two year,Fiber optic,78.49,2589.02,Electronic check,Yes,No,Yes,Yes,0
CUST06164,Male,25,53,Two year,Fiber optic,46.32,2419.18,Bank transfer,No,No,Yes,Yes,0
CUST06165,Male,50,35,One year,Fiber optic,56.38,2022.28,Bank transfer,No,No,No,Yes,0
CUST06166,Female,68,55,Month-to-month,DSL,56.41,3112.9,Bank transfer,No,Yes,No,No,1
CUST06167,Female,60,16,One year,Fiber optic,69.8,1094.05,Credit card,No,No,Yes,No,0
CUST06168,Female,38,9,One year,Fiber optic,44.04,398.36,Bank transfer,No,No,No,Yes,1
CUST06169,Female,41,43,Month-to-month,DSL,20.34,922.55,Electronic check,No,No,Yes,Yes,0
CUST06170,Female,42,1,One year,DSL,44.7,43.9,Bank transfer,No,Yes,No,No,0
CUST06171,Male,64,13,Month-to-month,Fiber optic,52.21,636.2,Bank transfer,Yes,Yes,No,No,1
CUST06172,Male,72,40,Month-to-month,Fiber optic,77.4,3038.89,Electronic check,Yes,Yes,Yes,Yes,1
CUST06173,Female,74,1,Month-to-month,Fiber optic,76.13,72.75,Mailed check,No,No,No,Yes,1
CUST06174,Male,60,18,One year,DSL,56.29,1016.91,Bank transfer,No,No,Yes,Yes,0
CUST06175,Male,36,0,One year,Fiber optic,73.36,8.65,Mailed check,No,Yes,No,Yes,0
CUST06176,Male,46,1,Month-to-month,DSL,62.49,-11.16,Bank transfer,No,Yes,No,Yes,1
CUST06177,Female,70,26,Month-to-month,Fiber optic,63.82,1626.64,Bank transfer,Yes,No,Yes,Yes,1
CUST06178,Male,27,1,Two year,Fiber optic,86.1,53.79,Credit card,Yes,Yes,No,Yes,1
CUST06179,Male,73,50,Two year,DSL,58.59,2996.38,Electronic check,No,No,No,Yes,0
CUST06180,Male,29,9,Month-to-month,DSL,55.79,402.14,Electronic check,Yes,No,Yes,Yes,1
CUST06181,Female,50,18,Month-to-month,DSL,57.52,1012.89,Mailed check,No,No,No,Yes,1
CUST06182,Male,73,12,One year,DSL,63.69,776.45,Credit card,No,No,No,Yes,0
CUST06183,Male,24,47,Month-to-month,DSL,61.03,2815.78,Bank transfer,Yes,Yes,No,Yes,1
CUST06184,Female,34,55,Month-to-month,Fiber optic,80.98,4464.87,Credit card,Yes,Yes,No,Yes,1
CUST06185,Female,78,71,Month-to-month,Fiber optic,71.63,5036.38,Electronic check,No,No,Yes,No,1
CUST06186,Male,78,55,One year,Fiber optic,58.11,3226.08,Bank transfer,No,Yes,No,Yes,0
CUST06187,Male,75,49,One year,Fiber optic,67.36,3330.53,Bank transfer,Yes,No,Yes,Yes,0
CUST06188,Female,77,44,Month-to-month,Fiber optic,54.73,2385.23,Mailed check,Yes,No,Yes,Yes,0
CUST06189,Female,27,58,Month-to-month,No,39.19,2317.49,Credit card,Yes,No,No,Yes,1
CUST06190,Female,48,38,Month-to-month,DSL,61.75,2321.35,Bank transfer,Yes,Yes,No,No,1
CUST06191,Female,77,20,Month-to-month,Fiber optic,73.96,1440.27,Electronic check,Yes,No,No,Yes,1
CUST06192,Female,23,54,Month-to-month,DSL,57.34,3152.19,Mailed check,No,Yes,No,Yes,1
CUST06193,Female,34,56,Month-to-month,DSL,40.64,2337.47,Electronic check,Yes,No,Yes,Yes,1
CUST06194,Female,67,40,Month-to-month,Fiber optic,86.05,3455.67,Mailed check,No,No,No,Yes,0
CUST06195,Male,54,69,Month-to-month,Fiber optic,75.76,5245.66,Credit card,Yes,Yes,No,Yes,1
CUST06196,Female,35,48,One year,Fiber optic,85.12,4138.76,Mailed check,No,No,No,Yes,0
CUST06197,Female,79,43,One year,Fiber optic,69.61,3003.17,Credit card,No,Yes,Yes,No,0
CUST06198,Male,43,34,Month-to-month,DSL,67.69,2298.25,Credit card,No,No,Yes,Yes,0
CUST06199,Female,66,4,Month-to-month,Fiber optic,75.45,312.94,Bank transfer,Yes,No,No,Yes,1
CUST06200,Female,71,70,Month-to-month,DSL,41.78,2894.05,Credit card,Yes,No,No,Yes,0
CUST06201,Male,33,50,One year,DSL,41.22,2058.64,Mailed check,No,Yes,Yes,Yes,0
CUST06202,Female,25,56,Month-to-month,DSL,38.94,2143.31,Mailed check,No,No,No,No,0
CUST06203,Male,41,57,Month-to-month,No,50.05,2858.8,Bank transfer,Yes,Yes,Yes,Yes,1
CUST06204,Male,30,35,One year,Fiber optic,49.68,1685.61,Mailed check,Yes,No,Yes,No,0
CUST06205,Male,46,9,One year,Fiber optic,85.53,818.2,Credit card,No,Yes,No,Yes,0
CUST06206,Male,49,49,Month-to-month,Fiber optic,49.32,2397.08,Mailed check,Yes,No,No,Yes,0
CUST06207,Female,41,36,Month-to-month,Fiber optic,57.76,2083.83,Electronic check,No,No,Yes,No,1
CUST06208,Male,33,19,Two year,Fiber optic,62.41,1161.43,Electronic check,No,Yes,No,Yes,0
CUST06209,Male,28,12,Two year,Fiber optic,73.05,915.16,Bank transfer,Yes,Yes,Yes,Yes,0
CUST06210,Female,49,18,Month-to-month,No,33.63,612.63,Credit card,No,Yes,Yes,Yes,1
CUST06211,Male,23,55,One year,Fiber optic,64.5,3567.08,Mailed check,No,No,No,Yes,0
CUST06212,Male,76,44,Month-to-month,Fiber optic,44.33,1922.53,Bank transfer,No,Yes,No,Yes,1
CUST06213,Male,52,59,Two year,DSL,55.88,3303.1,Bank transfer,No,No,Yes,Yes,0
CUST06214,Male,50,67,Month-to-month,No,33.86,2342.31,Credit card,Yes,Yes,No,No,1
CUST06215,Female,35,56,One year,Fiber optic,66.8,3706.85,Bank transfer,No,No,No,Yes,0
CUST06216,Male,54,53,One year,Fiber optic,89.76,4698.56,Electronic check,Yes,No,No,Yes,0
CUST06217,Female,30,36,Month-to-month,Fiber optic,61.54,2176.73,Bank transfer,No,Yes,No,No,1
CUST06218,Female,27,36,One year,Fiber optic,53.16,2070.8,Mailed check,No,No,Yes,Yes,0
CUST06219,Male,54,13,Month-to-month,DSL,61.51,747.17,Electronic check,Yes,No,No,No,1
CUST06220,Male,43,43,Month-to-month,DSL,41.59,1831.54,Electronic check,Yes,No,No,Yes,1
CUST06221,Male,63,41,Month-to-month,Fiber optic,47.34,1968.86,Electronic check,No,No,No,Yes,1
CUST06222,Male,34,0,Two year,DSL,38.3,-14.08,Mailed check,No,No,Yes,No,0
CUST06223,Female,18,22,Month-to-month,Fiber optic,77.89,1674.71,Credit card,No,No,No,No,0
CUST06224,Female,42,63,One year,Fiber optic,85.3,5438.83,Bank transfer,Yes,Yes,No,Yes,1
CUST06225,Female,51,27,One year,DSL,45.82,1190,Bank transfer,No,No,Yes,Yes,0
CUST06226,Male,56,3,Month-to-month,DSL,63.33,170.78,Electronic check,No,Yes,Yes,Yes,1
CUST06227,Female,27,40,Month-to-month,Fiber optic,59.34,2400.19,Electronic check,Yes,Yes,No,No,1
CUST06228,Male,37,59,One year,Fiber optic,74.58,4313.3,Bank transfer,No,No,No,Yes,1
CUST06229,Male,24,17,Two year,DSL,38.88,676.86,Mailed check,No,No,No,Yes,0
CUST06230,Male,73,62,Month-to-month,Fiber optic,71.46,4435.64,Electronic check,No,No,No,No,1
CUST06231,Male,33,60,Month-to-month,Fiber optic,76.08,4487.49,Electronic check,No,No,Yes,No,1
CUST06232,Male,54,48,Month-to-month,DSL,48.04,2347.21,Mailed check,No,Yes,No,No,1
CUST06233,Female,46,46,Month-to-month,DSL,46.47,2111.86,Credit card,No,No,Yes,Yes,0
CUST06234,Female,77,38,Month-to-month,DSL,49.14,1932.88,Electronic check,No,No,Yes,Yes,1
CUST06235,Male,29,5,Month-to-month,Fiber optic,81.41,420.28,Credit card,No,Yes,No,No,1
CUST06236,Female,34,52,Month-to-month,Fiber optic,72.04,3699.29,Mailed check,No,No,Yes,Yes,0
CUST06237,Male,65,24,Month-to-month,Fiber optic,73.66,1744.55,Bank transfer,Yes,Yes,Yes,No,0
CUST06238,Male,37,64,One year,Fiber optic,79.4,5083.61,Bank transfer,No,No,No,Yes,0
CUST06239,Male,43,4,Two year,DSL,67.2,250.45,Credit card,No,No,No,Yes,0
CUST06240,Female,65,64,Month-to-month,DSL,54.98,3503.23,Electronic check,Yes,No,No,Yes,1
CUST06241,Male,36,7,One year,DSL,36.18,257.18,Bank transfer,No,Yes,No,Yes,0
CUST06242,Male,75,38,Month-to-month,DSL,47.05,1787.42,Mailed check,No,Yes,Yes,Yes,0
CUST06243,Female,64,42,Two year,Fiber optic,62.89,2601.4,Electronic check,No,Yes,Yes,Yes,0
CUST06244,Female,29,4,One year,Fiber optic,65.27,315.06,Credit card,No,No,No,Yes,0
CUST06245,Female,38,3,One year,DSL,40.09,122.48,Credit card,Yes,Yes,Yes,Yes,1
CUST06246,Male,59,0,Month-to-month,DSL,36.53,31.75,Credit card,No,Yes,No,No,1
CUST06247,Male,78,55,Month-to-month,DSL,50.03,2774.87,Credit card,Yes,No,No,Yes,0
CUST06248,Female,75,44,Month-to-month,No,21.9,985.73,Mailed check,No,Yes,Yes,Yes,0
CUST06249,Male,78,64,Month-to-month,Fiber optic,82.76,5282.57,Bank transfer,No,No,No,Yes,0
CUST06250,Female,71,2,Month-to-month,Fiber optic,61.72,138.31,Credit card,Yes,No,Yes,No,1
CUST06251,Female,51,21,Month-to-month,DSL,60.57,1224.46,Bank transfer,No,Yes,Yes,Yes,1
CUST06252,Male,24,71,One year,Fiber optic,45.25,3219.67,Bank transfer,No,No,No,Yes,1
CUST06253,Male,62,55,Month-to-month,DSL,52.93,2866,Credit card,Yes,Yes,No,No,1
CUST06254,Female,52,17,Month-to-month,No,50.94,844.88,Electronic check,Yes,No,No,Yes,0
CUST06255,Female,32,24,Month-to-month,Fiber optic,82.65,2002.21,Credit card,No,Yes,No,No,1
CUST06256,Female,18,47,Month-to-month,Fiber optic,84.75,4039.67,Mailed check,No,Yes,No,Yes,1
CUST06257,Female,43,30,One year,Fiber optic,73.38,2221.67,Electronic check,No,No,Yes,Yes,0
CUST06258,Male,52,29,Month-to-month,Fiber optic,70.74,2034.46,Credit card,Yes,Yes,No,Yes,1
CUST06259,Female,42,65,Month-to-month,DSL,32.51,2081.56,Bank transfer,No,No,Yes,Yes,1
CUST06260,Female,59,9,Month-to-month,DSL,61.05,560.22,Bank transfer,No,Yes,Yes,Yes,0
CUST06261,Female,76,70,One year,Fiber optic,77.08,5356.06,Electronic check,Yes,Yes,No,Yes,0
CUST06262,Male,76,58,Month-to-month,DSL,65.18,3760.45,Mailed check,No,Yes,No,Yes,0
CUST06263,Male,32,50,Two year,DSL,51.96,2611.66,Bank transfer,Yes,Yes,Yes,No,0
CUST06264,Female,39,8,Month-to-month,Fiber optic,77.64,590.4,Mailed check,No,Yes,No,Yes,1
CUST06265,Male,76,53,One year,No,31.81,1643.19,Bank transfer,No,No,No,Yes,0
CUST06266,Male,23,61,Month-to-month,No,32.56,1917,Electronic check,No,No,No,Yes,0
CUST06267,Male,69,8,Month-to-month,DSL,54.03,495.93,Credit card,No,Yes,Yes,Yes,1
CUST06268,Female,32,8,Month-to-month,DSL,46.7,413.44,Bank transfer,No,Yes,No,Yes,0
CUST06269,Female,41,23,Month-to-month,Fiber optic,58.68,1302.08,Electronic check,Yes,No,Yes,No,1
CUST06270,Male,38,38,Month-to-month,Fiber optic,93.11,3530.75,Electronic check,No,Yes,Yes,No,1
CUST06271,Female,24,7,Month-to-month,No,38.49,322.23,Credit card,No,Yes,No,No,1
CUST06272,Female,74,24,Month-to-month,Fiber optic,64.1,1557.97,Credit card,No,No,No,Yes,0
CUST06273,Male,78,65,Month-to-month,Fiber optic,77.24,5046.75,Electronic check,No,No,No,Yes,1
CUST06274,Male,46,9,One year,DSL,52.66,514.18,Bank transfer,No,Yes,Yes,Yes,0
CUST06275,Female,79,23,One year,DSL,41.69,932.26,Mailed check,No,No,No,Yes,0
CUST06276,Male,49,58,Month-to-month,DSL,58.35,3402.52,Mailed check,No,No,Yes,Yes,0
CUST06277,Female,49,30,Month-to-month,Fiber optic,97.31,2929.83,Credit card,Yes,No,No,Yes,1
CUST06278,Female,70,10,Month-to-month,DSL,54.99,499.12,Bank transfer,No,No,No,No,1
CUST06279,Male,76,5,Month-to-month,Fiber optic,84.86,446.24,Electronic check,No,No,No,Yes,1
CUST06280,Female,79,69,One year,Fiber optic,55.82,3826.39,Mailed check,No,Yes,No,Yes,0
CUST06281,Female,22,31,One year,DSL,41.44,1278.56,Mailed check,No,Yes,No,Yes,0
CUST06282,Male,79,38,Month-to-month,No,42.8,1636.84,Bank transfer,No,Yes,No,Yes,0
CUST06283,Male,21,47,Month-to-month,Fiber optic,55.17,2644.36,Electronic check,No,No,No,Yes,0
CUST06284,Male,39,12,One year,No,47.06,565.82,Credit card,No,No,No,Yes,0
CUST06285,Female,35,58,Month-to-month,No,43.36,2534.1,Mailed check,No,No,Yes,Yes,1
CUST06286,Male,52,66,Month-to-month,DSL,32.41,2156.07,Bank transfer,No,No,Yes,Yes,1
